Districts_N,Area,Category_N,Crop_N,Year,Rainfall,Max_Temp,Min_Temp,Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Productions
4,81908,3,1,2011,0,29.7333333333333,16.9,73.3333333333333,5.86666666666667,1.3,7.87066666666667,684570.9,471415,22.34,91.79,6,50417
4,162155,2,1,1985,67.3333333333333,29.9333333333333,16.4666666666667,74.6666666666667,1.3,1.46666666666667,8.9,684570.9,471415,22.34,91.79,6,157030
7,213690,3,6,1993,15,29.2,13.775,76.5,0.55,1.2,7.1,365790.2,834718,25.63,88.66,37,168543.199
15,10830,3,6,1981,20.25,30,14.45,59.5,0.85,1.575,7.15,540975.3,737535.8,24.75,90.41,19,11508.1164
2,0,4,3,1985,204,35.9333333333333,24.8666666666667,86.6666666666667,1.7,5.36666666666667,6.73333333333333,536809.8,510151.9,22.7,90.36,4,0
17,0,4,1,1999,3.66666666666667,29.9666666666667,14.3,78.3333333333333,0.566666666666667,0.833333333333333,7.86666666666667,402483.2,667640.8,24.12,89.04,14,0
8,0,4,3,2011,218.333333333333,36.7333333333333,24.2,78.6666666666667,2.56666666666667,3.93333333333333,6.6,483877.3,610719.3,23.61,89.84,9,0
9,2554,3,2,2010,413,35.4,26.8,85.5,1.85,6.3,4.35,540975.3,737535.8,24.75,90.41,19,1087
9,0,4,2,2003,168.5,35.55,26.85,85,1.5,5.65,5.15,540975.3,737535.8,24.75,90.41,19,0
20,0,4,1,2007,8.33333333333333,30.7666666666667,15.7333333333333,81,0.566666666666667,1.1,7.23333333333333,725903.3,508021.9,22.67,92.2,63,0
21,1790,1,1,1999,3,28.9,14.4666666666667,80,1,0.933333333333333,8.16666666666667,426172.9,844822.3,25.72,89.26,34,710
6,78610,2,5,2002,16.25,30.15,16.1,72.25,0.75,1.975,6.375,540098.6,629248.4,23.78,90.39,9,903783.969
17,0,4,2,1990,328.5,34.25,25.85,86,1.45,5.9,4.55,402483.2,667640.8,24.12,89.04,14,0
4,52850,3,2,2002,608,33.25,25.4,82.5,3.6,6.95,4.5,684570.9,471415,22.34,91.79,6,31210
7,345170,3,6,1998,0,30.525,14.4,79,0.6,0.9,7.225,365790.2,834718,25.63,88.66,37,348528.3758
14,113260,3,6,1993,11.25,30.975,13.975,76.75,0.375,1.2,7.025,420062.7,562498.8,23.17,89.22,7,108809.0201
17,12715,3,3,1983,200,38.6666666666667,23.8,70,2.26666666666667,4.06666666666667,6.87126436781609,402483.2,667640.8,24.12,89.04,14,9617
19,16025,3,1,2013,0,30.65,14.45,79,2.05,0.65,6.35,353944.9,693386.6,24.35,88.56,20,9331
2,0,4,2,2010,203.5,34.75,26.75,87,1.75,6.1,4.8,536809.8,510151.9,22.7,90.36,4,0
3,0,3,2,2010,158.5,36.2,27,82,2.65,5.75,4.9,435303.7,751187.5,24.88,89.36,20,0
10,91330,3,4,2000,113.5,37.55,23.35,77.25,3.1,4.4,7.975,420062.7,562498.8,23.17,89.22,7,397290
14,280355,3,2,1979,376.5,35.65,26.15,84.5,3.15,6.25,4.7,420062.7,562498.8,23.17,89.22,7,84250
14,0,4,2,1998,195,35.2,26.6,87.5,1.05,6.15,3.45,420062.7,562498.8,23.17,89.22,7,0
11,25,3,6,1984,0.5,31.375,16.35,70.75,0.275,1.675,7.64722222222223,725903.3,508021.9,22.67,92.2,63,11.0231
17,340030,3,2,1975,424.5,34.7,25.45,84.5,3.6,6.75,4.63275862068966,402483.2,667640.8,24.12,89.04,14,102175
11,0,4,1,2002,19.6666666666667,30.9666666666667,15.4666666666667,83,0.333333333333333,1.33333333333333,7.7,725903.3,508021.9,22.67,92.2,63,0
7,5960,2,2,1969,482.5,35.3,26.5,87,0.9,5.25,4.748,365790.2,834718,25.63,88.66,37,8595
5,74910,3,3,1972,246,36.1,25.1666666666667,81.6666666666667,3.83333333333333,4.7,6.43535353535354,621445.2,596963.4,23.48,91.19,10,38995
8,5775,3,5,2002,60.75,30.3,15.35,79.75,0.65,1.625,7.6,483877.3,610719.3,23.61,89.84,9,20833.659
7,0,3,2,2007,317,35.75,26.4,85.5,0.9,6.35,3.95,365790.2,834718,25.63,88.66,37,0
8,652585,1,1,1987,12.3333333333333,29.5333333333333,15.8666666666667,79.3333333333333,0.966666666666667,1.5,8.13333333333333,483877.3,610719.3,23.61,89.84,9,192515
8,21180,3,1,2006,0.333333333333333,30.2333333333333,14.8333333333333,77.6666666666667,0.466666666666667,1.1,5.73333333333333,483877.3,610719.3,23.61,89.84,9,19449
11,990,3,2,1997,569,34.95,25,86.5,0.95,6.2,4.1,725903.3,508021.9,22.67,92.2,63,460
4,0,1,1,1985,67.3333333333333,29.9333333333333,16.4666666666667,74.6666666666667,1.3,1.46666666666667,8.9,684570.9,471415,22.34,91.79,6,0
18,990,3,4,1984,239,35.85,24.35,78.25,3.55,4.2,6.02068965517242,534986.1,472575.7,22.36,90.34,3,1535
18,401025,3,1,2006,1.33333333333333,31,15.7333333333333,82.3333333333333,0.366666666666667,1.23333333333333,6.43333333333333,534986.1,472575.7,22.36,90.34,3,235915
12,1318,2,5,2004,3.75,30.8,16.3,78.5,0.625,0.925,7.9,456632.4,521635.7,22.8,89.58,4,9908.66459
6,360895,3,2,1981,272,34.9,26.2,86,1.6,6.45,4.55,540098.6,629248.4,23.78,90.39,9,120650
6,53425,2,2,1981,272,34.9,26.2,86,1.6,6.45,4.55,540098.6,629248.4,23.78,90.39,9,56565
4,0,5,3,2005,167.333333333333,36.3666666666667,25.3666666666667,78.6666666666667,1.23333333333333,4.23333333333333,6.3,684570.9,471415,22.34,91.79,6,0
23,72320,3,1,2011,3.33333333333333,30.2333333333333,14.4,81.3333333333333,1.83333333333333,1.8,5.63333333333333,491982.91,683166,24.15,89.55,10,46783
18,0,4,3,1983,490,35.0333333333333,25,78.6666666666667,2.9,4.83333333333333,5.49195402298851,534986.1,472575.7,22.36,90.34,3,0
11,0,1,1,1982,2.33333333333333,29.2666666666667,18,78,0.6,2.8,7.44814814814815,725903.3,508021.9,22.67,92.2,63,0
1,19875,3,2,1987,939.5,33.85,25,87,5.85,6.65,4.5,684570.9,471415,22.34,91.79,6,10220
6,16180,3,3,1991,300.666666666667,35.3333333333333,24.5333333333333,77.6666666666667,2.03333333333333,5.36666666666667,6.9,540098.6,629248.4,23.78,90.39,9,9667
19,401480,2,1,1994,13,28.9333333333333,13,69.3333333333333,0.633333333333333,1.2,7.2,353944.9,693386.6,24.35,88.56,20,347830
21,25985,3,6,1977,4.25,28.925,13.425,84.5,0.425,1.425,7.17357142857143,426172.9,844822.3,25.72,89.26,34,17319.49472
2,2545,3,5,2001,21.5,31.2,15.25,84.25,0.15,1.575,7.625,536809.8,510151.9,22.7,90.36,4,9342.07725
15,0,4,3,1972,280.333333333333,35.9333333333333,23.5333333333333,78.3333333333333,0.8,5,5.72,540975.3,737535.8,24.75,90.41,19,0
4,238050,3,2,1973,341.5,33.15,25.2,87,4.45,6.5,5.35,684570.9,471415,22.34,91.79,6,107385
6,221395,1,1,1988,52,30.0666666666667,15.6666666666667,73.3333333333333,0.6,1.2,7.83333333333333,540098.6,629248.4,23.78,90.39,9,57925
8,2184,3,1,2011,10,30.2666666666667,15.2333333333333,78.6666666666667,1.86666666666667,1.1,5.86666666666667,483877.3,610719.3,23.61,89.84,9,1277
3,224425,2,1,1988,31,30.7,14.1333333333333,77.6666666666667,0.766666666666667,1.16666666666667,8.2,435303.7,751187.5,24.88,89.36,20,169960
3,410763,2,1,2009,0,30.8,14.3,78,2.06666666666667,1.33333333333333,5.7,435303.7,751187.5,24.88,89.36,20,385859
20,0,4,1,2011,0,30.5666666666667,14.9,80.3333333333333,1.3,1.26666666666667,7.1,725903.3,508021.9,22.67,92.2,63,0
17,0,4,2,2003,110.5,35.5,26.45,85,1.5,5.45,6,402483.2,667640.8,24.12,89.04,14,0
10,0,4,3,1988,329.333333333333,38.3333333333333,25.2333333333333,78,4.56666666666667,5.36666666666667,5.93333333333333,420062.7,562498.8,23.17,89.22,7,0
6,243590,3,2,1987,494,34.4,26.45,86,1.7,6.35,4,540098.6,629248.4,23.78,90.39,9,8201
13,2865,3,3,2009,198.333333333333,36.3666666666667,24.4666666666667,82,1.06666666666667,4.56666666666667,5.86666666666667,540975.3,737535.8,24.75,90.41,19,2498
12,63055,1,1,1971,3,31.1666666666667,15.8666666666667,75.3333333333333,0.366666666666667,0.833333333333333,7.49,456632.4,521635.7,22.8,89.58,4,20290
19,635390,3,1,1971,32.3333333333333,29.6333333333333,14,75.3333333333333,0.9,1.1,7.30761904761905,353944.9,693386.6,24.35,88.56,20,242980
19,10240,3,1,2006,3.33333333333333,29.3333333333333,13.3,78.3333333333333,0.366666666666667,1.06666666666667,7.3,353944.9,693386.6,24.35,88.56,20,5217
5,11790,4,3,1986,212.666666666667,35.5333333333333,23.4,81.3333333333333,1.8,3.93333333333333,6.33333333333333,621445.2,596963.4,23.48,91.19,10,12434
5,143290,3,1,1992,24.6666666666667,30.8333333333333,13.3333333333333,80.3333333333333,0.233333333333333,1.3,7.2,621445.2,596963.4,23.48,91.19,10,89800
10,0,4,1,2005,0.666666666666667,31.1,13.2,79.3333333333333,0.233333333333333,0.833333333333333,7.23333333333333,420062.7,562498.8,23.17,89.22,7,0
12,77940,1,1,1987,18.3333333333333,30.0333333333333,15.7666666666667,79.3333333333333,0.633333333333333,2.06666666666667,7.83333333333333,456632.4,521635.7,22.8,89.58,4,33280
4,1785,2,5,2012,0.75,30.675,16.175,74,6.375,1.325,8.028,684570.9,471415,22.34,91.79,6,15715.63367
11,2400,3,2,1988,623,33.65,25.05,86,0.9,6,3.1,725903.3,508021.9,22.67,92.2,63,1145
6,471900,1,1,1978,1,30.3333333333333,14.6666666666667,69.3333333333333,0.466666666666667,1.3,8.23333333333333,540098.6,629248.4,23.78,90.39,9,190700
5,184285,3,1,1983,15,29.6666666666667,14.7333333333333,78,1.3,1.56666666666667,7.43333333333333,621445.2,596963.4,23.48,91.19,10,96815
21,421890,3,1,2001,5.66666666666667,27.5333333333333,15.0333333333333,81.6666666666667,0.766666666666667,1.7,6.53333333333333,426172.9,844822.3,25.72,89.26,34,209920
3,14840,2,5,1990,5.5,31.375,14.325,74.5,0.675,1.325,7.8,435303.7,751187.5,24.88,89.36,20,56813.0574
23,10740,2,2,2003,196,35.55,26.55,82.5,1.1,5.55,5.9,491982.91,683166,24.15,89.55,10,6480
15,120351,2,2,2009,395,34.85,26.45,85.5,1.05,6.6,4.2,540975.3,737535.8,24.75,90.41,19,77350
1,0,3,6,1996,48.25,31.075,16.675,78.5,0.925,2.65,6.825,684570.9,471415,22.34,91.79,6,0
10,5530,2,5,1987,10.5,30.85,14.925,75,0.8,1.75,6.425,420062.7,562498.8,23.17,89.22,7,34618.04555
7,19565,2,3,1974,181.666666666667,33.9,23.3666666666667,70.6666666666667,1.03333333333333,3.7,6.5,365790.2,834718,25.63,88.66,37,19450
4,76310,2,2,1991,587.5,34.8,25.6,86,4.2,6.7,5.05,684570.9,471415,22.34,91.79,6,76340
15,124930,2,2,1997,470,34.6,26.25,87,2.05,6.2,4.15,540975.3,737535.8,24.75,90.41,19,90190
4,0,4,1,2001,14.6666666666667,32,17.4666666666667,73.6666666666667,2,2.43333333333333,8.23333333333333,684570.9,471415,22.34,91.79,6,0
2,4850,3,4,1992,99,36.075,24.325,81.75,1.425,3.675,7.125,536809.8,510151.9,22.7,90.36,4,9890
6,1270,3,2,2007,629,35.35,26.1,83,0.95,6.5,4.1,540098.6,629248.4,23.78,90.39,9,410
6,11595,3,5,1987,21,31.05,16.3,71.75,0.375,1.65,8.075,540098.6,629248.4,23.78,90.39,9,57700.41695
3,18460,2,2,1974,445,36.4,25.75,87.5,1.4,6,3.9,435303.7,751187.5,24.88,89.36,20,15820
3,0,1,1,1993,3.66666666666667,30.7666666666667,15.2333333333333,75,0.6,1.36666666666667,7.43333333333333,435303.7,751187.5,24.88,89.36,20,0
12,0,2,5,1976,4.25,31.8,16.45,69.5,0.65,1.375,7.62583333333333,456632.4,521635.7,22.8,89.58,4,0
12,0,4,1,2006,0.333333333333333,30.4666666666667,15.7666666666667,79.3333333333333,0.333333333333333,1.2,6.13333333333333,456632.4,521635.7,22.8,89.58,4,0
19,403880,3,2,1985,210,34.3,25.65,87.5,2.55,5.8,4.4,353944.9,693386.6,24.35,88.56,20,134355
7,117355,3,6,1985,1.75,29,12.875,65.75,0.8,1.15,6.724,365790.2,834718,25.63,88.66,37,97626.08515
3,44387,2,5,2004,3.5,29.975,15.025,75.5,0.6,1.15,7.3,435303.7,751187.5,24.88,89.36,20,326626.57841
4,7900,3,5,1973,76.5,30.175,16.05,76.25,1.525,1.725,8.725,684570.9,471415,22.34,91.79,6,46423.78565
13,169150,3,2,1978,299.5,34.7,26.2,84,2.05,6.15,4.03428571428572,540975.3,737535.8,24.75,90.41,19,48570
13,264910,3,2,1981,472.5,33.95,26,82.5,2.5,6.7,4.15,540975.3,737535.8,24.75,90.41,19,89730
13,96410,2,2,1999,375,35.2,26.1,88,1.8,6.35,3.55,540975.3,737535.8,24.75,90.41,19,67040
18,227,3,4,2004,153.75,36.125,24.475,87,1.175,4.325,6.475,534986.1,472575.7,22.36,90.34,3,313
21,308640,3,4,1971,31.75,33.45,21.225,75.75,1.35,3.575,6.63857142857143,426172.9,844822.3,25.72,89.26,34,761010
22,0,4,3,2012,750,36.5666666666667,22.9,81,3.26666666666667,6.13333333333333,4.6,694533.2,752277.9,24.88,91.93,35,0
8,16595,2,1,1989,3,30.0333333333333,14.8,79,0.933333333333333,0.8,8.1,483877.3,610719.3,23.61,89.84,9,12800
1,0,4,1,2000,5,31.3333333333333,15.4333333333333,75.3333333333333,0.433333333333333,0.7,9.06666666666667,684570.9,471415,22.34,91.79,6,0
2,7305,3,6,1982,23,30.125,13.85,76,0.375,1.4,7.875,536809.8,510151.9,22.7,90.36,4,4888.74485
17,30865,3,1,1988,25,29,13.4333333333333,76,0.733333333333333,1.03333333333333,7.93333333333333,402483.2,667640.8,24.12,89.04,14,14815
13,327960,3,1,1974,4,27.8333333333333,14.7333333333333,75.6666666666667,0.4,1.13333333333333,6.76476190476191,540975.3,737535.8,24.75,90.41,19,122885
14,3010,3,1,2002,37.3333333333333,30.5333333333333,13.5,82.6666666666667,0.4,1.4,6.53333333333333,420062.7,562498.8,23.17,89.22,7,1490
3,22520,3,5,1995,25.5,30.05,14.95,75,0.55,1.4,7.35,435303.7,751187.5,24.88,89.36,20,69555.761
10,0,5,3,2002,320,38.5666666666667,24.7,80.6666666666667,2.76666666666667,5.03333333333333,5.6,420062.7,562498.8,23.17,89.22,7,0
15,1800,2,5,1996,3.25,30.175,13.925,75.5,0.725,1.175,7.3,540975.3,737535.8,24.75,90.41,19,7049.27245
8,10,2,2,2006,266,35.4,26.4,85,2.1,6.05,5.4,483877.3,610719.3,23.61,89.84,9,6
11,235,3,5,1990,50,30.65,15.75,78.75,0.425,2.175,7.075,725903.3,508021.9,22.67,92.2,63,523.59725
5,30879,2,5,2011,4.25,30.575,15.025,76.5,1.75,1.15,7,621445.2,596963.4,23.48,91.19,10,286866.25671
8,637,2,5,2004,4.25,30.075,15.925,76.25,0.5,1.275,7.9,483877.3,610719.3,23.61,89.84,9,3300.31614
19,0,5,3,1984,143,40.2666666666667,24.8,73.3333333333333,3.43333333333333,4,5.93333333333333,353944.9,693386.6,24.35,88.56,20,0
20,12344,2,3,2011,254.333333333333,36.4666666666667,23.6,78.6666666666667,2.3,4.43333333333333,5.8,725903.3,508021.9,22.67,92.2,63,15021
1,1495,2,2,1988,385,34,25.05,84,5,6.4,3.2,684570.9,471415,22.34,91.79,6,1325
6,0,2,5,1981,14.75,30.625,14.75,67.25,0.4,1.4,7.575,540098.6,629248.4,23.78,90.39,9,0
3,231325,2,3,1986,167,37.6666666666667,23.8,79.3333333333333,1.46666666666667,3.86666666666667,7.26666666666667,435303.7,751187.5,24.88,89.36,20,274381
3,0,4,3,2013,118.666666666667,37.2666666666667,24.7333333333333,77.6666666666667,1.96666666666667,5,5.23333333333333,435303.7,751187.5,24.88,89.36,20,0
5,173120,4,1,1982,15.3333333333333,29,13.8666666666667,75.6666666666667,0.4,0.766666666666667,7.53333333333333,621445.2,596963.4,23.48,91.19,10,123320
19,169,3,3,2009,85.6666666666667,40.7333333333333,24.9666666666667,71.6666666666667,2.23333333333333,3.43333333333333,7.7,353944.9,693386.6,24.35,88.56,20,171
7,0,2,5,1977,2.25,28,12.75,72.25,0.5,0.875,6.724,365790.2,834718,25.63,88.66,37,0
14,0,2,5,1970,6.5,30.75,13.3,70.5,0.95,1.425,9.1,420062.7,562498.8,23.17,89.22,7,0
10,13415,3,6,1969,22.25,30.125,13.675,69.25,1.175,1.575,9.2,420062.7,562498.8,23.17,89.22,7,5202.9032
13,138000,2,3,1975,39.3333333333333,36.7333333333333,23.5333333333333,78.3333333333333,0.4,4.23333333333333,5.72,540975.3,737535.8,24.75,90.41,19,152235
14,735,3,5,1989,16,30.925,14,76.75,0.55,1.6,7.625,420062.7,562498.8,23.17,89.22,7,2452.63975
12,0,4,2,1996,249,34.65,25.95,86,1.65,5.8,3.05,456632.4,521635.7,22.8,89.58,4,0
20,0,5,3,1990,269,34.8333333333333,23.5333333333333,79.6666666666667,1.1,4.36666666666667,6.2,725903.3,508021.9,22.67,92.2,63,0
16,122500,2,2,1977,659.5,30.65,25.4,87,1.75,6.2,4.10862068965518,610851.8,524433.6,22.83,91.08,6,103500
19,0,4,1,2010,16,29.1333333333333,12.9666666666667,80.3333333333333,1.86666666666667,1.1,6.46666666666667,353944.9,693386.6,24.35,88.56,20,0
7,42600,3,4,2001,200,36.475,21.8,73.25,0.7,3.425,7.475,365790.2,834718,25.63,88.66,37,119470
18,0,4,3,1998,212.666666666667,35.4666666666667,25.4666666666667,84.3333333333333,1.96666666666667,4.73333333333333,5.2,534986.1,472575.7,22.36,90.34,3,0
23,215250,2,3,1988,340,37.1333333333333,24.2333333333333,79.3333333333333,2.66666666666667,4.73333333333333,5.63333333333333,491982.91,683166,24.15,89.55,10,256843
2,3890,3,4,2004,135,35.85,24.375,80.25,1.525,4.575,6.05,536809.8,510151.9,22.7,90.36,4,10114
8,0,5,3,1998,176.333333333333,37.2333333333333,24.9333333333333,81.6666666666667,2.7,4.26666666666667,6.6,483877.3,610719.3,23.61,89.84,9,0
5,0,4,2,1972,295.5,34.9,25.8,86.5,3.6,6.45,4.9,621445.2,596963.4,23.48,91.19,10,0
11,3264,5,3,2008,150,39.5666666666667,24,74,0.833333333333333,4.03333333333333,6.7,725903.3,508021.9,22.67,92.2,63,5571
17,0,3,2,2013,174,35.85,26.5,84.5,2.25,5.8,5.35,402483.2,667640.8,24.12,89.04,14,0
7,545920,3,1,1995,31.6666666666667,28.6,13.4,77.6666666666667,0.366666666666667,1.4,7.1,365790.2,834718,25.63,88.66,37,287330
4,84135,3,1,2010,19,30.8666666666667,16.9333333333333,76.3333333333333,3.46666666666667,1.26666666666667,7.76666666666667,684570.9,471415,22.34,91.79,6,51222
20,335,3,5,1996,22.75,30.45,14.85,77.75,0.475,1.95,8.25,725903.3,508021.9,22.67,92.2,63,975.54435
2,96212,2,1,2009,4.33333333333333,30.8,14.4,82,0.966666666666667,1.2,7.26666666666667,536809.8,510151.9,22.7,90.36,4,92556
13,52740,3,4,1992,111.5,36.45,22.75,75.5,1.9,3.35,6.775,540975.3,737535.8,24.75,90.41,19,198300
17,0,4,2,1991,218.5,35.5,26.15,86.5,1.25,5.8,4.4,402483.2,667640.8,24.12,89.04,14,0
22,507210,3,1,1991,27.3333333333333,29.2333333333333,14.2,78,0.966666666666667,1.73333333333333,7.26666666666667,694533.2,752277.9,24.88,91.93,35,300650
15,0,4,3,2000,416.333333333333,36.4,23.8666666666667,85,2,5.3,5.03333333333333,540975.3,737535.8,24.75,90.41,19,0
13,78440,3,3,1997,233,34.4666666666667,22.8333333333333,81.3333333333333,2.13333333333333,4.96666666666667,6.43333333333333,540975.3,737535.8,24.75,90.41,19,62026
4,0,5,3,1988,419.333333333333,34.3,24.6333333333333,79.3333333333333,4.23333333333333,4.56666666666667,5.86666666666667,684570.9,471415,22.34,91.79,6,0
15,26490,1,1,1978,0,30.1,14.4,73.3333333333333,0.566666666666667,1,6.95333333333334,540975.3,737535.8,24.75,90.41,19,12110
2,326310,3,2,1996,314.5,34.7,25.5,89.5,1.3,5.95,2.95,536809.8,510151.9,22.7,90.36,4,98660
10,395000,1,1,1978,21.3333333333333,29.3,14.1333333333333,73.6666666666667,0.766666666666667,1.5,8.06666666666667,420062.7,562498.8,23.17,89.22,7,163255
17,1452,3,1,2011,4,29.5666666666667,13.5666666666667,81,2.03333333333333,1.46666666666667,5,402483.2,667640.8,24.12,89.04,14,638
19,1670,4,3,1994,127.666666666667,40.1666666666667,24.6333333333333,73.6666666666667,1.56666666666667,4.2,7,353944.9,693386.6,24.35,88.56,20,1763
6,18680,2,2,1988,212,34.65,26.75,84.5,1.75,6.6,4.25,540098.6,629248.4,23.78,90.39,9,11345
6,0,5,3,2004,268.333333333333,36.1666666666667,25.0666666666667,74.3333333333333,1.76666666666667,5.33333333333333,5.73333333333333,540098.6,629248.4,23.78,90.39,9,0
7,0,4,3,1979,181.666666666667,33.9,23.3666666666667,70.6666666666667,1.03333333333333,3.7,6.5,365790.2,834718,25.63,88.66,37,0
12,0,4,1,1969,9.33333333333333,30.9666666666667,16.7,73,0.2,0.6,7.49,456632.4,521635.7,22.8,89.58,4,0
12,9370,4,1,1996,6,30.4666666666667,14.2,76.3333333333333,0.733333333333333,1.5,7.8,456632.4,521635.7,22.8,89.58,4,7020
20,4220,4,1,1995,25.6666666666667,29.9333333333333,15.3333333333333,80.3333333333333,0.333333333333333,2.03333333333333,8.13333333333333,725903.3,508021.9,22.67,92.2,63,3160
12,0,4,1,1975,6.66666666666667,29.7666666666667,15.8,71.6666666666667,0.733333333333333,1.06666666666667,7.49,456632.4,521635.7,22.8,89.58,4,0
10,354460,2,3,2009,118.666666666667,41.4333333333333,25.4333333333333,75,6.63333333333333,3.1,6.46666666666667,420062.7,562498.8,23.17,89.22,7,565495
12,0,4,1,2001,13.6666666666667,31.0333333333333,16.3333333333333,81.3333333333333,0.2,1.8,7.76666666666667,456632.4,521635.7,22.8,89.58,4,0
1,5065,4,1,1987,22,30.7,17.5,74.3333333333333,1.1,1.53333333333333,8.26666666666667,684570.9,471415,22.34,91.79,6,0
20,0,3,3,2010,396.333333333333,36.9333333333333,24.7333333333333,80,2.63333333333333,4.33333333333333,6.13333333333333,725903.3,508021.9,22.67,92.2,63,0
17,0,5,3,2006,162,37.9333333333333,24.5666666666667,77.6666666666667,1.13333333333333,4.46666666666667,6.83333333333333,402483.2,667640.8,24.12,89.04,14,0
23,0,5,3,2001,251,34.6,24.0333333333333,80,1.26666666666667,5,6.56666666666667,491982.91,683166,24.15,89.55,10,0
17,50620,3,2,2004,276.5,34.55,26.15,86.5,1.55,5.95,4.9,402483.2,667640.8,24.12,89.04,14,19530
13,0,4,3,1972,280.333333333333,35.9333333333333,23.5333333333333,78.3333333333333,0.8,5,5.72,540975.3,737535.8,24.75,90.41,19,0
13,64598,5,3,2013,214.666666666667,35.8333333333333,24.2,81.3333333333333,2.36666666666667,5.36666666666667,4.66666666666667,540975.3,737535.8,24.75,90.41,19,123915
6,192830,1,1,1995,37.6666666666667,30.6666666666667,15.1,72.3333333333333,0.4,1.4,7.13333333333333,540098.6,629248.4,23.78,90.39,9,51970
16,3569,3,4,1985,248,35.025,23.75,81,1.9,3.875,6.55,610851.8,524433.6,22.83,91.08,6,9971
18,733510,3,1,1996,19.3333333333333,30.2666666666667,15.4,81.3333333333333,0.5,1.4,6.23333333333333,534986.1,472575.7,22.36,90.34,3,319800
20,9540,3,2,1985,467,34.2,24.4,85,1.1,6.3,4.2462962962963,725903.3,508021.9,22.67,92.2,63,4930
20,3675,2,2,2007,490,35.15,24.9,86.5,0.9,6.5,4.35,725903.3,508021.9,22.67,92.2,63,3228
5,0,4,2,2009,500,35.25,25.7,86,2.25,6.2,5.05,621445.2,596963.4,23.48,91.19,10,0
8,335910,3,2,2001,230.5,33.8,26.5,85.5,1.2,5.55,5.6,483877.3,610719.3,23.61,89.84,9,129650
8,210,2,2,2003,198,34.65,26.45,84.5,1,5.3,6.3,483877.3,610719.3,23.61,89.84,9,210
1,0,5,3,1991,445.666666666667,33.2666666666667,24.6666666666667,80.6666666666667,3.8,5.13333333333333,6.56666666666667,684570.9,471415,22.34,91.79,6,0
17,3558,5,3,2011,168,37.1,24.1333333333333,77,2.43333333333333,4.76666666666667,6.6,402483.2,667640.8,24.12,89.04,14,7834
4,442690,3,1,1969,11.3333333333333,29.8333333333333,15.6666666666667,74.6666666666667,0.933333333333333,2.53333333333333,8.56666666666667,684570.9,471415,22.34,91.79,6,282655
4,115160,3,1,1990,43,30.2333333333333,17.2,77,0.9,2.06666666666667,6.76666666666667,684570.9,471415,22.34,91.79,6,67300
16,106310,3,2,1998,894.5,33.7,25.95,90,1.65,6.7,2.65,610851.8,524433.6,22.83,91.08,6,31270
20,655,1,1,1979,42.3333333333333,29.3,18.9333333333333,78.3333333333333,1.1,2.9,7.44814814814815,725903.3,508021.9,22.67,92.2,63,260
5,36005,3,6,2004,2.25,30.675,15.125,77.75,0.85,1.4,7.9,621445.2,596963.4,23.48,91.19,10,26799.36072
21,0,2,2,2009,568,35.25,26.25,85.5,2.75,6.5,4.6,426172.9,844822.3,25.72,89.26,34,0
22,150000,3,2,1976,988,33.85,24.6,88,0.4,6.65,4.45,694533.2,752277.9,24.88,91.93,35,33720
15,118615,2,2,2006,306.5,35.6,26.55,85.5,1.3,6.2,5.55,540975.3,737535.8,24.75,90.41,19,93999
7,0,5,3,1971,181.666666666667,33.9,23.3666666666667,70.6666666666667,1.03333333333333,3.7,6.5,365790.2,834718,25.63,88.66,37,0
11,0,4,3,2001,295,36.5,23.8666666666667,76.3333333333333,1.03333333333333,4.3,5.93333333333333,725903.3,508021.9,22.67,92.2,63,0
12,29730,4,2,1995,500.5,35.2,26.1,86,1.7,5.55,3.85,456632.4,521635.7,22.8,89.58,4,14050
21,12610,3,5,2002,9.5,29,13.9,82,0.9,1.875,7.1,426172.9,844822.3,25.72,89.26,34,29161.61105
22,580,3,5,2007,49.5,30.45,15.725,76,1.2,1.925,6.6,694533.2,752277.9,24.88,91.93,35,2310.44176
13,154808,2,1,2012,6.33333333333333,29.2666666666667,13.5,82.3333333333333,0.666666666666667,1.53333333333333,3.9,540975.3,737535.8,24.75,90.41,19,176443
13,0,4,1,2012,6.33333333333333,29.2666666666667,13.5,82.3333333333333,0.666666666666667,1.53333333333333,3.9,540975.3,737535.8,24.75,90.41,19,0
22,24030,4,1,1994,16.1111111111111,29.3777777777778,14.8555555555556,75.8888888888889,1.05555555555556,1.74444444444444,7.54444444444444,694533.2,752277.9,24.88,91.93,35,18320
1,0,4,3,2008,261,34.1666666666667,24.9666666666667,78.6666666666667,3.3,4.1,6.63333333333333,684570.9,471415,22.34,91.79,6,0
1,0,3,3,1993,516,34,23.4,81.6666666666667,3.43333333333333,4.46666666666667,6.16666666666667,684570.9,471415,22.34,91.79,6,0
5,63455,3,6,1977,13,28.95,15.075,75.5,0.8,1.25,7.4,621445.2,596963.4,23.48,91.19,10,52291.38178
16,6004,3,3,1987,283.666666666667,35.8333333333333,24.7333333333333,80.6666666666667,1.9,4.16666666666667,6.7,610851.8,524433.6,22.83,91.08,6,3545
5,0,4,2,2005,406.5,34.8,25.5,87,1.9,6.2,4.45,621445.2,596963.4,23.48,91.19,10,0
